,ID,age,sex,hand,I,PO,C,GlobalSoA1,GSoA2,GSoA3,GSoA4,GSoA5,GSoA6,GlobalConfidence1,GC2,GC3,GC4,GC5,GC6,BlockStart0,BS1,BS2,BS3,BS4,BS5,BS6,BlockEnd0,BE1,BE2,BE3,BE4,BE5,BE6,searchTime0,ST1,ST2,ST3,ST4,ST5,ST6,waitingTime0,WT1,WT2,WT3,WT4,WT5,WT6,peakSpeed0,PS1,PS2,PS3,PS4,PS5,PS6,accelerationTime0,AT1,AT2,AT3,AT4,AT5,AT6,distance0,D1,D2,D3,D4,D5,D6,humanClickTime0,HCT1,HCT2,HCT3,HCT4,HCT5,HCT6,virtualClickTime1,VCT2,VCT3,VCT4,VCT5,VCT6,distanceToTargetWhenHumanClick0,DTTHC1,DTTHC2,DTTHC3,DTTHC4,DTTHC5,DTTHC6,distanceToTargetWhenVirtualClick1,DTTVC2,DTTVC3,DTTVC4,DTTVC5,DTTVC6,meanTime1,MT2,MT3,MT4,MT5,MT6,meanSoA1,SoA2,SoA3,SoA4,SoA5,SoA6,meanTimeH1,MTH2,MTH3,MTH4,MTH5,MTH6,meanTimeM1,MTM2,MTM3,MTM4,MTM5,MTM6,predictionError1,PE2,PE3,PE4,PE5,PE6,TotalTrials0,TT1,TT2,TT3,TT4,TT5,TT6,KeptTrials0,KT1,KT2,KT3,KT4,KT5,KT6,GoodTrials1,GT2,GT3,GT4,GT5,GT6,MH_H1,MH_H2,MH_H3,MH_H4,MH_H5,MH_H6,MH_M1,MH_M2,MH_M3,MH_M4,MH_M5,MH_M6,HM_H1,HM_H2,HM_H3,HM_H4,HM_H5,HM_H6,HM_M1,HM_M2,HM_M3,HM_M4,HM_M5,HM_M6,H__H1,H__H2,H__H3,H__H4,H__H5,H__H6,H__M1,H__M2,H__M3,H__M4,H__M5,H__M6,M__H1,M__H2,M__H3,M__H4,M__H5,M__H6,M__M1,M__M2,M__M3,M__M4,M__M5,M__H6
10,65435647_65435647,24,F,D,29,8,9,4,5,4,4,4,4,3,4,3,2,2,2,"26/7/2022, 15:8:31:720","26/7/2022, 15:18:14:464","26/7/2022, 15:26:52:222","26/7/2022, 15:33:45:44","26/7/2022, 15:40:25:717","26/7/2022, 15:48:36:574","26/7/2022, 15:54:37:245","26/7/2022, 15:16:22:153","26/7/2022, 15:26:35:952","26/7/2022, 15:33:28:23","26/7/2022, 15:40:15:920","26/7/2022, 15:48:26:775","26/7/2022, 15:54:29:720","26/7/2022, 16:0:12:720",,2011.1463768128035,1721.4964912272337,1568.15223880468,1577.5841269836067,1359.6253521135995,1174.6312285488273,,257.478260870645,286.201754384135,258.02985074582386,240.92380952338377,193.75070422552002,160.184085691514,,4.169958679905003,3.1615176948343455,3.616570660195267,4.548969214569253,4.630980912222594,6.062426014524951,,35.46231883872247,37.66666666640524,42.73731343403681,39.352380951955205,39.915492958376106,42.548771450874796,,335.7943356319181,284.3068225760745,315.156119590039,313.13799175632096,290.0106403005582,344.40416818058503,,665.0710144921921,670.9087719284652,627.5388059696155,604.7825396813098,518.9352112678995,494.72714285616365,521.9507246371628,577.138596490287,534.6074626877237,529.4761904766635,436.152112676644,415.7899999995317,,40.02777635111506,35.472776867239375,37.14579110769871,35.41771724453239,35.36025513739231,39.43241332387904,57.57229709953563,40.89359211091484,43.25507635336152,38.616272325419516,41.32022523808456,44.314939941911796,-143.1869565213936,-93.84035087729755,-92.99552238699215,-75.36984126908439,-82.85070422585581,-79.01285714230367,0.5362318840579711,0.7719298245614035,0.7910447761194029,0.873015873015873,0.9436619718309859,0.9428571428571428,-94.45675675570965,-75.92272727360779,-77.36226414987502,-64.14363636293194,-74.97164179140063,-76.52727272677602,-199.53125000046566,-154.48461538209364,-152.17857142750705,-152.5499999988824,-214.82500000298023,-120.02499999850988,-13.217229264593884,2.3657774904796773,-4.221437017256634,6.405142481724207,-5.862837696172036,-5.470874487696459,102,114,98,102,107,103,104,80,80,80,80,80,80,80,69,57,67,63,71,70,37,44,53,55,67,66,32,13,14,8,4,4,5,8,7,4,6,3,0,0,0,0,0,0,5,15,6,13,3,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11,245112698_245112698,24,H,D,32,18,15,1,2,1,1,1,1,2,4,3,2,2,2,"26/7/2022, 16:18:46:728","26/7/2022, 16:26:50:566","26/7/2022, 16:35:7:751","26/7/2022, 16:40:9:335","26/7/2022, 16:46:42:846","26/7/2022, 16:52:31:606","26/7/2022, 16:58:36:944","26/7/2022, 16:25:46:146","26/7/2022, 16:34:47:864","26/7/2022, 16:39:57:413","26/7/2022, 16:46:20:683","26/7/2022, 16:52:22:411","26/7/2022, 16:58:30:490","26/7/2022, 17:3:23:246",,825.646859547455,1001.4285994962922,875.7571382356077,874.6269443077161,856.2039475070445,766.8425699979998,,94.223571876166,113.75431378204375,73.79362472210936,104.04045782135044,86.44537607847846,42.31051871602018,,6.254817413880805,7.147483120967461,7.624331870545404,8.835803510045753,8.148021825499013,8.224972990174164,,54.673688397781085,53.138543360866606,55.81178068330612,48.07440704348925,60.83748106420306,77.93819923267867,,384.5263528835702,370.9361182561066,387.3054416684028,380.5730383892613,386.1037711635576,377.9511040488387,,401.42602739720417,349.33714285716417,294.55540540550106,329.0472972972973,315.03857142842776,269.0346153846297,290.5890410958394,277.094285714307,216.75675675683226,243.86621621613568,243.43714285708432,187.88846153839944,,42.833166090072986,42.54378148320864,52.39730522418676,54.812817674947794,52.512104484161675,48.584281305902245,70.21386701815517,60.71103781098852,86.44412862256296,85.93749009238906,73.39185534888968,83.77605107784107,-111.01917808217136,-72.40571428566639,-77.95270270282856,-85.31621621599471,-71.78285714265492,-81.28846153848542,0.3698630136986301,0.6142857142857143,0.5405405405405406,0.43243243243243246,0.4857142857142857,0.6923076923076923,-71.74444444449963,-60.14186046502098,-65.07750000008382,-72.01249999977881,-47.54117647054441,-73.45185185192774,-134.07173913037,-91.93703703706463,-93.10000000017531,-95.4523809521592,-94.67777777742594,-98.9208333332402,-9.658796374981527,8.543199218263362,-2.2394877962232567,-15.464221666903763,3.2432480439294946,-9.19081997321775,128,148,100,135,112,126,115,80,80,80,80,80,80,80,73,70,74,74,70,78,27,43,40,32,34,54,46,27,34,42,36,24,2,7,3,4,6,1,2,0,1,1,0,1,2,3,0,1,1,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
12,25509906_25509906,20,F,D,31,15,17,4,5,5,3,3,5,3,3,4,3,2,3,"26/7/2022, 16:20:28:515","26/7/2022, 16:30:4:364","26/7/2022, 16:45:25:122","26/7/2022, 16:53:53:483","26/7/2022, 17:5:47:917","26/7/2022, 17:12:57:658","26/7/2022, 17:19:10:668","26/7/2022, 16:28:5:774","26/7/2022, 16:40:47:602","26/7/2022, 16:53:3:91","26/7/2022, 17:0:42:935","26/7/2022, 17:12:27:963","26/7/2022, 17:18:45:822","26/7/2022, 17:25:36:382",,1250.1166666655076,1034.142598550804,1085.004394096096,1229.8026191735598,1232.3165063691947,1155.4426666682587,,196.8958333345751,165.89459854810187,161.8962859912096,171.16829081312684,157.4206730358613,158.8800000005588,,3.385974428940285,4.341307438766346,4.053158859230856,4.58628227954177,3.9051514338903033,3.977465203761502,,50.222222224291826,50.57606811872373,59.814524820728884,46.06753008212866,57.4571047417509,55.74933333221823,,340.74636878626444,329.69611205805063,368.2848394670922,347.3765531548155,340.2526291774111,333.4673820657285,,455.43750000041393,355.03866666595144,401.64864865106506,391.9447761213602,404.70138889013066,409.60533333381017,365.46527777694996,274.0706666668256,316.04054054335967,314.42686567199763,309.8166666672462,327.4080000011126,,56.487623105349876,48.85953234346944,47.79555654812623,48.11011160196183,42.85598527887808,46.7177881751122,90.25446442473725,90.40554321399838,76.39796769981605,69.08108060185882,73.19039305767916,63.76723712593864,-90.02499999975164,-81.02399999936422,-85.6743243248076,-77.57164179433637,-94.93750000206961,-82.25199999849002,0.6111111111111112,0.8,0.8378378378378378,0.9402985074626866,0.7083333333333334,0.92,-81.48863636295904,-82.23499999940395,-85.69354838709677,-78.12222222534437,-84.44117647351003,-80.32173912939818,-103.43928571471146,-76.17999999920526,-85.57500000298023,-68.90000000596046,-120.42857142857143,-104.44999999304612,4.036385204365388,-10.014064513882692,-11.210589162572086,-3.2809436902929123,-27.100127635566636,-12.428263872705413,114,166,142,139,131,111,134,80,80,80,80,80,80,80,72,75,74,67,72,75,44,60,62,63,51,69,28,15,12,4,21,6,5,3,4,12,4,3,1,0,0,1,4,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13,248339442_248339442,25,F,D,32,24,17,2,3,1,4,4,3,3,4,1,2,3,4,"26/7/2022, 16:11:1:179","26/7/2022, 16:15:50:228","26/7/2022, 16:20:57:275","26/7/2022, 16:25:44:38","26/7/2022, 16:30:39:654","26/7/2022, 16:34:59:328","26/7/2022, 16:38:52:443","26/7/2022, 16:15:11:445","26/7/2022, 16:20:42:723","26/7/2022, 16:25:33:164","26/7/2022, 16:30:33:310","26/7/2022, 16:34:54:484","26/7/2022, 16:38:45:770","26/7/2022, 16:43:12:301",,1096.122720633251,1031.589016458133,938.5787952866453,959.719444443393,887.3654450248761,970.527027027027,,159.65908427054347,141.63576970364772,124.72035372944234,121.24885621511118,112.91202036864826,125.83378378603909,,7.5049571858855,10.268431698271653,9.361202236992025,11.152450630734853,9.971808438108072,9.260677311441349,,45.81364300651869,48.82916536686077,42.1549709455727,36.66879084862097,42.885239917408576,41.097297293108866,,367.37714888680557,362.0817574174571,380.7055455665276,331.44465372021637,348.4770098253331,373.53293702890113,,397.0233766181128,342.0753246808981,343.67662337848117,331.1044117703157,315.078082194067,326.70135135586196,299.1207792263526,263.26233766605327,257.52467533210654,253.89705882352942,240.44520547128704,252.16621622201558,,47.89771730545428,52.698623502544876,47.19123594701857,41.84953602506961,42.719885982210116,40.65517950964109,77.88377148799864,77.01025718626245,65.56951601414696,62.11885831966682,63.10656986709886,66.12906569607362,-97.98441556986276,-78.89350650217627,-86.23376623376623,-77.31029412325691,-74.69589041520472,-74.62702702509391,0.5844155844155844,0.6363636363636364,0.5584415584415584,0.8088235294117647,0.8356164383561644,0.7567567567567568,-62.07999998463525,-69.4632653192598,-66.83720930232558,-63.83090909611095,-63.89344262490507,-63.973214279328076,-148.47499998658895,-95.39642857228007,-110.76470588235294,-134.3384615457975,-129.6083333492279,-107.77222223414316,-8.501683049712947,-3.595702758302171,-13.033009018395761,-6.208080581792205,-3.1163787536662007,-3.3656250467116813,88,101,99,107,96,87,100,80,80,80,80,80,80,80,77,77,77,68,73,74,45,49,43,55,61,56,32,28,34,13,12,18,1,2,1,5,6,3,0,1,0,0,0,0,2,0,2,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,169128813_169128813,29,H,D,34,6,5,5,4,4,5,4,5,3,3,4,4,4,4,"26/7/2022, 17:4:32:562","26/7/2022, 17:16:47:877","26/7/2022, 17:24:27:962","26/7/2022, 18:9:45:940","26/7/2022, 18:16:53:832","26/7/2022, 18:23:31:927","26/7/2022, 18:30:15:945","26/7/2022, 17:10:54:685","26/7/2022, 17:24:6:931","26/7/2022, 17:31:18:121","26/7/2022, 18:16:35:679","26/7/2022, 18:23:12:944","26/7/2022, 18:28:49:576","26/7/2022, 18:35:22:30",,2047.6507462687903,1940.4285714285231,1551.4569620253353,1589.8189189187376,1438.0623376623957,1396.2101265822973,,528.2492537312766,557.9064935066483,696.9835443039295,695.5567567565453,692.9272727273985,666.963291139448,,6.349614482763442,6.617257129608196,10.110182360588837,9.119337062374969,8.938910429287464,9.416453545652306,,25.635820895433426,23.16103896101961,20.082278480824037,23.591891892002643,20.163636363510573,20.531645569384477,,319.93265671276225,288.98134699430136,320.11331759249754,315.5833697601041,297.6685793645605,304.6314760942,,762.4701492535645,735.3233766236475,841.0835443038163,860.5513513511601,836.3922077923432,798.8582278482521,678.0358208951666,660.8376623378075,777.7620253165405,789.5635135134028,778.2675324676969,740.55569620256,,36.4556465059052,38.57394417641208,36.10307869641412,44.55736437413446,45.29269739590887,41.62846533823024,50.97540699584894,48.57863666452739,45.13941804335188,54.0449343601111,52.97942161788714,49.88700474336792,-84.53582089533334,-74.58181818187624,-63.421518987351206,-71.07162162143032,-58.2129870131128,-58.38481012642195,0.7910447761194029,0.8181818181818182,0.8481012658227848,0.8918918918918919,0.7792207792207793,0.8987341772151899,-72.68113207528894,-69.54603174612636,-59.1925373135218,-63.73787878758528,-48.87166666680326,-54.46478873213202,-129.41428571407283,-97.24285714275071,-87.03333333289872,-131.57500000065193,-91.18235294126413,-93.17500000074506,9.87343695510173,1.3904042261827878,2.8317789179003197,-5.511707863323615,0.9106732957307252,0.9601506977414713,92,103,103,114,113,100,99,80,80,80,80,80,80,80,67,77,79,74,77,79,53,63,67,66,60,71,14,14,12,8,17,8,7,2,1,2,3,0,0,0,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
15,127366482_127366482,27,H,D,28,32,15,5,5,5,4,4,4,5,5,4,4,4,4,"26/7/2022, 15:19:20:188","26/7/2022, 15:28:54:493","26/7/2022, 15:36:30:222","26/7/2022, 15:43:47:413","26/7/2022, 15:50:6:946","26/7/2022, 15:57:27:112","26/7/2022, 16:5:35:668","26/7/2022, 15:26:34:725","26/7/2022, 15:35:51:6","26/7/2022, 15:43:22:679","26/7/2022, 15:49:57:395","26/7/2022, 15:56:0:184","26/7/2022, 16:5:20:359","26/7/2022, 16:10:50:807",,2119.9188405785007,1989.4391304358192,1924.3150684866187,1730.0565789475252,2073.423611106144,1678.863513509164,,677.2739130448604,697.1999999984452,709.8547945177719,748.5907894757233,719.5944444412986,747.2918918914086,,2.940034320860706,3.118264770794663,3.5045912094731553,3.4845038451386747,2.6988536382976216,3.579014486831666,,21.991304344889045,35.757971013801686,32.602739728476905,34.417105261432496,23.26666667064031,34.40135134796839,,367.1511186495507,387.6629367937757,381.9584970028858,406.07782792557845,392.7077688387334,392.954532954563,,1078.475362321605,1079.9637681176696,1080.589041096707,1112.4657894796446,1086.7833333330022,1081.3729729700733,993.7956521770228,990.1420289822247,991.8821917813118,1019.3960526334612,1005.0472222252024,1003.0094594584929,,45.61808308066188,43.323294173688524,42.82914264429521,42.29215093162911,45.02171591527705,40.52939163295947,50.83740257730576,57.0545614734736,54.1304509920413,59.38807081866737,56.1932932695976,47.520125161415784,-84.84927536439204,-89.99855072429214,-88.88630137133272,-93.26315790179528,-81.8388888893856,-78.46756756305695,0.8840579710144928,0.855072463768116,0.863013698630137,0.8947368421052632,0.875,0.9054054054054054,-73.9000000015634,-74.91694915294647,-76.31111111243565,-84.7691176533699,-72.04126984259439,-69.31641790582172,-168.33750000596046,-178.97999999523162,-168.1100000023842,-165.46250001341105,-150.42222221692404,-166.05714285373688,-1.0461201269786826,-13.18972012801969,-10.987901826837167,-20.832277095939027,-8.09322364876827,-2.081348898623844,109,92,93,87,91,96,88,80,80,80,80,80,80,80,69,69,73,76,72,74,61,59,63,68,63,67,8,10,10,8,9,7,5,7,6,4,5,4,0,1,0,0,0,0,6,3,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,134321459_134321459,23,H,G,22,3,15,4,5,4,4,4,4,5,5,5,5,5,5,"26/7/2022, 16:16:0:660","26/7/2022, 16:23:2:441","26/7/2022, 16:28:42:527","26/7/2022, 16:33:18:849","26/7/2022, 16:38:10:411","26/7/2022, 16:42:52:667","26/7/2022, 16:47:29:343","26/7/2022, 16:21:25:673","26/7/2022, 16:28:18:45","26/7/2022, 16:33:6:550","26/7/2022, 16:38:3:219","26/7/2022, 16:42:45:84","26/7/2022, 16:47:19:418","26/7/2022, 16:52:7:8",,1012.931251511014,996.7288478744837,999.3413370240137,985.0279781113036,989.4437802639717,912.5258553829044,,49.59878397978503,31.65705300238318,36.75449491216262,30.856925478156068,40.99904342876796,12.849539598450065,,7.8313105576272175,9.497972958046512,7.306664150577413,9.434931409985458,9.020272766065212,6.99498743985603,,65.42978745172792,71.83269058950006,69.72050508579828,75.91017978986432,67.77595657248688,78.63072356101321,,378.4839638602323,368.74025266796053,367.77736781721285,369.85808169162294,362.9621373599134,360.001929004967,,248.319480518242,199.24487179441329,201.71052631108384,204.78026315805158,197.48421052725692,184.07894737077388,168.0,146.45641025824423,146.23684210291034,151.05921052866861,151.17631579464987,133.7723684232486,,42.348795251534824,40.91817344441101,40.041127830521056,40.16069547956921,42.24797888469339,38.41627028180735,71.12055184819015,69.70499125825648,76.90505822421933,78.40178401913646,71.88482354747775,66.01323574966129,-80.42077921737324,-52.88076922755975,-55.52105263110838,-53.84078947023342,-46.38947368295569,-50.36184210526316,0.7272727272727273,0.8974358974358975,0.7763157894736842,0.8157894736842105,0.8289473684210527,0.8289473684210527,-66.38749999340091,-48.97142856802259,-52.552542372275205,-45.33064515840623,-43.13492063208232,-45.64285714191104,-117.84285714796611,-87.08749999850988,-65.82352941176471,-91.52857142261097,-62.16153846795742,-73.2307692353542,-4.50557072461282,3.665182926987865,-2.30272437248327,-4.304009262086005,4.298263572420029,-4.492793973178172,87,108,97,103,103,101,106,80,80,80,80,80,80,80,77,78,76,76,76,76,56,70,59,62,63,63,21,8,17,14,13,13,2,2,2,2,2,1,0,0,0,0,1,0,1,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17,7188230_7188230,21,H,D,39,13,19,3,1,5,4,3,3,4,4,4,3,2,2,"26/7/2022, 16:7:45:12","26/7/2022, 16:13:1:575","26/7/2022, 16:19:37:446","26/7/2022, 16:25:28:360","26/7/2022, 16:30:53:964","26/7/2022, 16:36:33:907","26/7/2022, 16:43:32:354","26/7/2022, 16:12:3:650","26/7/2022, 16:18:37:993","26/7/2022, 16:24:50:815","26/7/2022, 16:30:27:778","26/7/2022, 16:35:10:379","26/7/2022, 16:41:48:351","26/7/2022, 16:48:0:622",,1437.4907844508853,1220.1560110791168,1274.3436283979634,1147.555349554801,1149.2464341740547,1064.8008928502124,,40.313006673097135,34.93449209181038,37.68281758705947,9.921546737912674,-11.248371020745632,-14.41621241292083,,6.54194638365821,6.1580845640553905,6.712730870249105,7.434722001304394,8.038938339763803,8.289687300923331,,75.03560443795706,73.78449525003015,76.0036688994245,81.56718565642991,91.35876063108687,90.39252820242147,,521.7255816822694,503.8086665482543,502.98514267450173,493.4357266973046,463.44964611627984,469.1604023252333,,263.4888888888915,244.92911392407893,219.94594594593337,172.7154929577832,148.46623376623862,137.96447368422034,189.91805555552452,168.99113924062186,162.44189189185664,129.13521126766597,114.90649350651528,109.90394736847252,,51.4324346404239,43.99072249100187,51.71001995193845,57.83250670412503,51.60990665383697,48.002343689325635,96.39960318794857,100.67755568515031,105.2393066190365,129.13129785249447,94.8377152688945,95.8312059027727,-73.59861111114475,-75.97341772145298,-57.53108108109115,-43.59577464789782,-33.5805194805219,-28.077631578890998,0.5694444444444444,0.5063291139240507,0.8108108108108109,0.8169014084507042,0.8051948051948052,0.868421052631579,-49.9341463415043,-48.25250000001397,-46.98166666664183,-36.99999999998394,-30.53225806453115,-25.37272727263696,-104.89677419357243,-104.40512820498014,-102.74285714301679,-73.02307692320588,-46.17999999995033,-45.93000000016764,5.606713229965603,-9.44106346706762,2.61468760167017,-2.5877840140006096,-0.07440519701401073,2.515488171279777,85,96,98,91,92,106,103,80,80,80,80,80,80,80,72,79,74,71,77,76,41,40,60,58,62,66,31,39,14,13,15,10,6,1,3,1,0,0,0,0,0,0,0,0,2,0,3,8,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,187562196_187562196,21,H,G,39,32,28,2,4,2,2,4,3,4,4,4,1,4,5,"26/7/2022, 16:11:38:549","26/7/2022, 16:17:8:887","26/7/2022, 16:23:32:631","26/7/2022, 16:28:23:17","26/7/2022, 16:37:8:802","26/7/2022, 16:42:42:955","26/7/2022, 16:47:44:513","26/7/2022, 16:16:28:431","26/7/2022, 16:23:14:534","26/7/2022, 16:28:11:42","26/7/2022, 16:33:46:525","26/7/2022, 16:42:33:270","26/7/2022, 16:47:35:671","26/7/2022, 16:52:24:938",,1459.2242227838913,1308.9641347816912,1193.6577600265873,1357.5869873681615,1368.0614920132068,1246.8022389708478,,57.99182841753666,55.1441347816061,70.51118468400409,70.08969007092969,85.31603746777158,54.11276528668149,,8.76784741652303,8.811683282506058,9.27425786341837,12.472305710749,10.087105993307558,11.751893302628034,,66.02366453996846,66.49872236119784,52.82169202818178,54.82247209140867,62.095650844052194,68.74118208186701,,474.1498810100888,510.82210414841666,478.0306105326308,436.37660310143315,458.30641700493106,455.3975403069638,,269.6577464786529,285.37999999996805,244.92876712327237,235.00405405413963,266.9753246753198,243.2697368422768,195.7112676053977,203.29571428573024,181.8684931506135,179.01351351374007,199.62207792213115,188.2921052631726,,54.20430246260675,50.209835989033344,59.256710023731166,58.93700119862096,57.247687918202494,51.42328577374517,85.01829927018045,81.19140935577654,101.03209378471807,84.755469167147,92.71039430382619,75.4329648847183,-74.04507042252472,-82.19714285723333,-63.168493150797204,-56.10945945945443,-67.45194805186097,-55.109210526423624,0.8732394366197183,0.8,0.9178082191780822,0.9459459459459459,0.9090909090909091,0.9736842105263158,-68.6693548386496,-66.80357142870447,-55.27014925386479,-51.77285714285182,-60.24999999989356,-53.6959459460718,-111.07777777810891,-143.77142857134874,-151.3666666665425,-132.0,-139.471428571535,-107.3999999994412,1.3731059688620588,-10.748035269369122,-0.7350201379979785,0.051535363097439266,-16.2953667293391,-3.2607467352207973,84,105,90,109,107,101,98,80,80,80,80,80,80,80,71,70,73,74,77,76,62,56,67,70,70,74,9,14,6,4,7,2,8,10,5,2,2,2,0,0,0,0,0,0,1,0,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,10502553_10502553,25,F,D,33,11,18,2,1,2,2,3,2,3,3,4,1,1,3,"26/7/2022, 16:15:57:125","26/7/2022, 16:28:41:712","26/7/2022, 16:37:28:692","26/7/2022, 16:44:11:138","26/7/2022, 16:50:39:632","26/7/2022, 16:59:8:477","26/7/2022, 17:7:42:647","26/7/2022, 16:26:38:778","26/7/2022, 16:37:11:235","26/7/2022, 16:43:48:697","26/7/2022, 16:50:27:744","26/7/2022, 16:58:55:28","26/7/2022, 17:6:36:415","26/7/2022, 17:14:30:531",,1810.7448275865152,1537.9500000029802,1571.0880000013112,1970.8333333320088,1616.05897435928,1513.390000001192,,455.72068965537795,409.0596153845008,288.20200000047686,401.8844444453716,357.0871794865682,364.8960000002384,,13.002242128583463,12.383156440855917,13.572323780522142,10.10906069768448,12.599056406647245,15.334625111922152,,24.934482756359824,27.032692308609303,26.490000001192094,31.184444444709353,34.49230769582284,32.956000000834464,,414.75777408027966,370.0384872891427,360.2594040058616,350.8884503728759,370.8148285226397,399.33447105464074,,725.9862068948047,665.0134615382323,532.190000000596,653.0933333343929,600.8717948717949,614.2839999979734,629.8310344815254,577.0211538460392,449.6619999998808,566.4622222224872,528.7589743580573,533.7339999979735,,62.02111969067534,59.85557168913564,58.748148603867996,53.74792482625789,58.950663841677375,59.50017244956755,87.64486511360901,74.62679956305914,70.89041502142999,70.14269258766286,73.27887362451277,72.84133100793852,-96.22413793154831,-88.03076923122772,-82.57799999952316,-86.69111111031638,-72.19487179624728,-80.60199999988079,0.3103448275862069,0.3076923076923077,0.18,0.1111111111111111,0.15384615384615385,0.32,-61.51666666732894,-79.75,-61.288888888226616,-48.69999999403954,-36.016666665673256,-57.98750000447035,-111.84250000044703,-91.71111111177339,-87.25121951175899,-91.43999999985098,-78.77272727453348,-91.24411764477982,-3.8428891326243853,-5.504737226145726,-5.5345400821249084,-13.20931974566022,6.604404874686956,-7.598679390912654,158,131,102,109,128,127,123,80,80,80,80,80,80,80,58,52,50,45,39,50,18,16,9,5,6,16,40,36,41,40,33,34,1,1,0,0,2,0,0,1,2,1,3,2,16,13,15,9,12,7,5,13,13,25,24,21,0,0,0,0,0,0,0,0,0,0,0,0
20,169472058_169472058,24,H,D,35,14,14,3,4,4,3,4,2,4,1,3,3,4,2,"26/7/2022, 16:10:28:703","26/7/2022, 16:16:15:258","26/7/2022, 16:20:49:958","26/7/2022, 16:24:57:761","26/7/2022, 16:29:11:363","26/7/2022, 16:34:16:312","26/7/2022, 16:38:39:740","26/7/2022, 16:14:40:624","26/7/2022, 16:20:14:651","26/7/2022, 16:24:43:460","26/7/2022, 16:28:59:675","26/7/2022, 16:33:41:436","26/7/2022, 16:38:7:498","26/7/2022, 16:42:59:862",,960.8977798122743,774.3154816588193,702.8042879877963,769.7879103573731,712.178059934546,708.4178647926773,,83.87829929356789,29.660936206905777,26.637164697838845,31.778188135316466,41.53541287326816,19.001426436839473,,6.80474643148044,7.328204448826648,7.245387473282786,7.187605203883739,7.436580524808771,8.026884790688504,,69.9814409683398,87.58321963740488,78.3066709141904,85.59125631028695,76.83664595218964,88.9259708240877,,511.08254367951815,505.8053647288309,467.40317639921915,494.15318670704136,471.818692001949,486.5781793204624,,257.80000000340596,198.42467532219825,179.55068492889404,199.5402777782745,184.02205882878866,171.63561643884606,199.6649350671025,152.25324675711718,139.73835616079094,158.43750000165568,151.208823530113,140.92876712263447,,44.426440222744304,47.907660302751225,45.590395429452876,45.142127646281125,44.72330508047195,43.63789278827366,111.79717378148948,106.53144548222136,102.19758018304567,86.47319411813794,89.55420573083235,81.4465009515451,-58.20259740290704,-46.25584415104482,-39.86712328701803,-41.17916666633553,-32.86764706408276,-30.757534247555146,0.7662337662337663,0.8831168831168831,0.9041095890410958,0.8611111111111112,0.9117647058823529,0.8767123287671232,-49.925423726186914,-41.32794117138666,-38.059090907826565,-36.39354838767359,-30.64354839248042,-28.00937500037253,-85.33333334326744,-83.48888888623979,-56.914285719394684,-70.84999999403954,-55.85000000397364,-50.30000000529819,-6.375127290361065,-0.6519015895125778,-0.31788286907955643,1.654842289984944,-1.7139439490553798,0.35762911469374653,84,84,88,94,95,90,95,80,80,80,80,80,80,80,77,77,73,72,68,73,59,68,66,62,62,64,18,9,7,10,6,9,3,3,1,7,2,1,0,0,0,0,0,0,0,0,6,1,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
