,ID,age,sex,hand,I,PO,C,GlobalSoA1,GSoA2,GSoA3,GSoA4,GSoA5,GSoA6,GlobalConfidence1,GC2,GC3,GC4,GC5,GC6,BlockStart0,BS1,BS2,BS3,BS4,BS5,BS6,BlockEnd0,BE1,BE2,BE3,BE4,BE5,BE6,searchTime0,ST1,ST2,ST3,ST4,ST5,ST6,waitingTime0,WT1,WT2,WT3,WT4,WT5,WT6,peakSpeed0,PS1,PS2,PS3,PS4,PS5,PS6,accelerationTime0,AT1,AT2,AT3,AT4,AT5,AT6,distance0,D1,D2,D3,D4,D5,D6,humanClickTime0,HCT1,HCT2,HCT3,HCT4,HCT5,HCT6,virtualClickTime1,VCT2,VCT3,VCT4,VCT5,VCT6,distanceToTargetWhenHumanClick0,DTTHC1,DTTHC2,DTTHC3,DTTHC4,DTTHC5,DTTHC6,distanceToTargetWhenVirtualClick1,DTTVC2,DTTVC3,DTTVC4,DTTVC5,DTTVC6,meanTime1,MT2,MT3,MT4,MT5,MT6,meanSoA1,SoA2,SoA3,SoA4,SoA5,SoA6,meanTimeH1,MTH2,MTH3,MTH4,MTH5,MTH6,meanTimeM1,MTM2,MTM3,MTM4,MTM5,MTM6,predictionError1,PE2,PE3,PE4,PE5,PE6,TotalTrials0,TT1,TT2,TT3,TT4,TT5,TT6,KeptTrials0,KT1,KT2,KT3,KT4,KT5,KT6,GoodTrials1,GT2,GT3,GT4,GT5,GT6,MH_H1,MH_H2,MH_H3,MH_H4,MH_H5,MH_H6,MH_M1,MH_M2,MH_M3,MH_M4,MH_M5,MH_M6,HM_H1,HM_H2,HM_H3,HM_H4,HM_H5,HM_H6,HM_M1,HM_M2,HM_M3,HM_M4,HM_M5,HM_M6,H__H1,H__H2,H__H3,H__H4,H__H5,H__H6,H__M1,H__M2,H__M3,H__M4,H__M5,H__M6,M__H1,M__H2,M__H3,M__H4,M__H5,M__H6,M__M1,M__M2,M__M3,M__M4,M__M5,M__H6
52,197577548_197577548,21,H,D,21,14,27,2,4,3,3,3,3,3,4,4,4,4,3,"12/6/2022, 17:0:1:308","12/6/2022, 17:8:38:915","12/6/2022, 17:15:54:704","12/6/2022, 17:22:42:945","12/6/2022, 17:33:43:786","12/6/2022, 17:39:49:12","12/6/2022, 17:45:57:86","12/6/2022, 17:6:5:821","12/6/2022, 17:14:10:351","12/6/2022, 17:20:56:394","12/6/2022, 17:33:23:237","12/6/2022, 17:39:28:752","12/6/2022, 17:45:19:311","12/6/2022, 17:51:50:693",,1157.4525641026453,1057.656962025274,1000.0034134078063,796.6649225374115,810.1238273910712,779.7128205126963,,175.5833333333811,163.5873417720387,123.348867953377,103.07881142644004,140.85203251923818,156.10769230757768,,5.12496754667532,6.163282368973357,6.489967125183641,6.550741822170161,6.205106520909068,5.909362679074543,,60.828205128128715,54.931645569733426,55.687495682972134,60.86146635135325,61.3684803012651,54.15128205124385,,369.84253089670096,385.0304121852099,393.273415969637,384.57675243019844,395.0356929554524,381.1417815023297,,426.2884615383899,364.14177215205433,331.81168831176086,295.745833333323,321.7294871793964,340.32948717945374,320.51923076915915,285.49746835443983,259.7987012987013,229.5902777777519,249.02692307694218,272.0128205126534,,45.25238068876572,55.61822337449698,57.36365450189593,47.35900106509899,58.49014539147243,52.25225803420392,64.50291208004812,66.29026381311567,67.83438110569796,70.41331634930752,82.19878075949214,65.97991128083501,-105.83846153841856,-78.71012658241523,-72.10389610394448,-66.22916666669254,-72.7435897435181,-68.37948717962568,0.5256410256410257,0.569620253164557,0.6883116883116883,0.7916666666666666,0.6794871794871795,0.717948717948718,-75.03902439014395,-53.86222222244574,-53.12641509436071,-50.501754385991056,-59.560377358335934,-56.63571428584068,-139.9675675675877,-111.59705882355132,-114.01250000010866,-125.99333333335817,-100.69200000010431,-98.2727272728966,1.8937472066800671,0.1537878962526171,-2.9016979068350484,-0.4106698088186928,-8.092004721529063,-1.9628472619296822,101,101,101,128,123,124,132,80,80,80,80,80,80,80,78,79,77,72,78,78,41,45,53,57,53,56,37,34,24,15,25,22,2,1,2,7,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53,23729824_23729824,29,H,D,36,15,20,3,4,4,5,3,2,4,3,4,4,2,4,"26/7/2022, 16:15:56:157","26/7/2022, 16:27:36:239","26/7/2022, 16:35:51:934","26/7/2022, 16:43:32:767","26/7/2022, 16:49:0:60","26/7/2022, 16:54:36:100","26/7/2022, 17:0:18:73","26/7/2022, 16:25:57:692","26/7/2022, 16:35:26:23","26/7/2022, 16:43:18:869","26/7/2022, 16:48:49:93","26/7/2022, 16:54:20:469","26/7/2022, 17:0:7:788","26/7/2022, 17:5:35:251",,2190.5495912694378,2119.192537304181,1734.610810814677,1553.0326662316818,1630.8869745661311,1649.9705128211242,,217.4555614087279,232.2985074520111,271.8256756743869,157.63536892987386,276.77864123677136,313.60897437120093,,7.4895242181023844,7.313683027691421,8.487927710623143,11.254125355346371,6.664048537509798,6.206520953459804,,51.85339380163046,57.759701515311626,51.52297297361735,53.745712161517226,61.044969853809256,67.4038461691294,,417.5449120683552,408.2117205462038,425.43581493020014,421.58749366754927,443.3288268889703,433.42985018112944,,548.7865671577738,530.340298506751,557.2432432271339,421.4027027213896,528.4944444431198,576.9756410335883,427.04925374130704,447.50149254300703,476.64189188544816,345.48918920272104,451.1166666580571,492.20128205800665,,51.20144981954028,52.074920789446345,47.621451552775795,48.498344607630976,50.96780193090389,48.88472035320765,81.6810301581955,67.79232537527442,64.38112854712455,61.80486341240814,69.8789092286477,62.102127047803116,-121.84776118975967,-82.95820895949406,-80.71216215314092,-76.01756758625443,-77.5152777797646,-84.90256411907001,0.4626865671641791,0.6567164179104478,0.6756756756756757,0.8108108108108109,0.6944444444444444,0.6282051282051282,-66.97419354992527,-60.00909091667695,-56.407999992370605,-66.59166668256124,-55.99400001525879,-62.83469388922867,-169.09999999072818,-126.86086956314419,-131.3458333214124,-116.41428574493953,-126.42727269909598,-122.18965519707778,-23.481961264247108,4.786479854407503,-5.402749898320391,-1.5618201590747525,-9.150393103092348,-15.251608235569993,97,115,108,93,100,102,96,80,80,80,80,80,80,80,67,67,74,74,72,78,31,44,50,60,50,49,36,23,24,14,22,29,9,6,2,2,7,2,0,0,0,0,0,0,4,7,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
54,102330358_102330358,22,F,D,20,20,12,2,2,4,3,4,4,2,2,2,2,2,2,"26/7/2022, 15:28:19:31","26/7/2022, 15:37:23:180","26/7/2022, 15:43:8:203","26/7/2022, 15:48:48:750","26/7/2022, 15:53:38:738","26/7/2022, 15:58:22:18","26/7/2022, 16:2:57:267","26/7/2022, 15:35:49:375","26/7/2022, 15:41:59:193","26/7/2022, 15:47:57:905","26/7/2022, 15:52:53:220","26/7/2022, 15:57:53:994","26/7/2022, 16:2:47:546","26/7/2022, 16:7:39:97",,952.5333333324927,1002.8884615378502,953.0716130115752,884.1478873239437,794.0879999991258,830.3415584417132,,192.44871794680753,194.97435897550523,172.91844845506586,189.06760563187197,183.42933333118756,199.83246753316422,,4.374311275463982,4.203448138012475,4.596869401886747,4.782052976596832,4.331850597645804,4.172611831985786,,59.911538461462044,59.15897436019702,60.75496926667947,61.04507042152781,57.2053333346049,57.584415585576714,,355.9224282501838,355.1882478909224,356.47691741635873,368.33304629764064,357.14972168179537,365.16518569180295,,468.98717948603326,468.45641025748006,429.28354430387293,457.6042253509374,430.4666666654746,449.909090910252,351.8423076906265,393.09743590003404,360.05443037838876,388.79577464662805,357.23066666603086,376.5688311697601,,38.99447696949209,36.671694752517574,43.56487619960272,38.68536805932226,38.58290916565967,42.35186444944601,56.668544881072265,42.87360774846662,48.13422750659058,46.392267025493055,47.39125968024176,52.27944441432075,-117.1999999995415,-75.42820512751739,-69.2974683563166,-68.87605633786026,-73.31066666682561,-73.40649350548719,0.5128205128205128,0.5769230769230769,0.569620253164557,0.6619718309859155,0.56,0.7402597402597403,-88.08500000014901,-53.5,-48.27111111415757,-54.091489362589854,-54.988095239514394,-61.01403508688274,-147.84736841995465,-105.33030302867745,-97.1264705885859,-97.8291666644315,-96.63030302885807,-108.72499999850989,-19.959769196415035,-1.6231750873700708,5.0258030435958405,-2.763008159628897,-4.4942142371513905,-4.340234733985008,97,90,92,83,88,95,102,80,80,80,80,80,80,80,78,78,79,71,75,77,40,45,45,47,42,57,38,33,34,24,33,20,1,2,1,9,3,2,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,161563474_161563474,24,F,D,38,34,31,4,4,4,4,5,4,5,5,5,5,5,5,"26/7/2022, 16:11:4:913","26/7/2022, 16:19:2:765","26/7/2022, 16:28:42:60","26/7/2022, 16:35:58:790","26/7/2022, 16:44:51:337","26/7/2022, 16:56:11:207","26/7/2022, 17:5:1:498","26/7/2022, 16:17:29:441","26/7/2022, 16:28:13:661","26/7/2022, 16:35:48:517","26/7/2022, 16:44:40:491","26/7/2022, 16:53:32:846","26/7/2022, 17:4:11:728","26/7/2022, 17:11:44:834",,2267.3728968761943,1521.3946904317384,1629.6488282338062,1480.1679005751405,1677.2933333333995,1479.1146221240508,,377.2542922251701,294.4326904315595,311.87463468541915,266.4554005744576,337.2066666669316,287.1185436930288,,10.998577983456615,10.437710558391332,9.088142347537064,10.757421117654289,10.345972290567644,9.748109339408908,,149.86896358940717,161.16530956885777,152.1479459588769,157.6216827580065,145.60666666726272,172.67949552271588,,336.2605742953892,326.46035989575574,306.44573531054067,358.0334940175892,317.3922971368838,341.11617504162086,,1042.5511627918065,872.6760000002384,881.1790322584491,864.1749999985719,879.2511111123695,871.5647058837554,859.5627906984369,693.1320000004769,693.2435483865199,713.943749999938,724.5444444454379,710.2450980409687,,77.51968777013174,81.59615137956892,84.13220778291787,93.57218631340288,101.21811876958289,74.8008408615569,91.75098248675346,93.26022005365543,95.37763657648696,109.97868992670192,117.4938471469554,95.76815522593274,-183.59302325685357,-180.78000000149012,-189.37903226022758,-150.94583333314708,-155.41111111177338,-163.00196078536558,0.5348837209302325,0.58,0.43548387096774194,0.5416666666666666,0.6222222222222222,0.6274509803921569,-157.64347826203576,-159.3206896576388,-157.61481481680164,-121.6423076918492,-137.20714285863298,-142.98125000158325,-213.43500000089406,-210.41428571442762,-213.88285714515618,-185.5772727274082,-185.39411764635759,-196.7210526317358,-57.05875452280591,-49.42575632264646,-79.73251903359285,-55.07773724457588,-56.858000339132964,-74.98353138598341,91,108,97,105,98,95,98,80,80,80,80,80,80,80,43,50,62,48,45,51,23,29,27,26,28,32,20,21,35,22,17,19,21,15,14,16,22,18,6,1,1,2,1,0,10,12,3,14,12,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
56,150404285_150404285,30,F,G,46,13,5,3,1,3,5,1,2,2,1,2,3,1,2,"26/7/2022, 15:9:12:149","26/7/2022, 15:15:59:544","26/7/2022, 15:23:12:686","26/7/2022, 15:30:4:259","26/7/2022, 15:37:33:612","26/7/2022, 15:44:35:525","26/7/2022, 15:51:26:950","26/7/2022, 15:15:14:173","26/7/2022, 15:22:50:338","26/7/2022, 15:29:48:760","26/7/2022, 15:37:16:296","26/7/2022, 15:44:10:263","26/7/2022, 15:51:15:841","26/7/2022, 15:58:18:393",,1827.6441860466243,1741.774576271016,1830.2832509840337,1707.1100000000558,1481.339130434842,1455.298387096624,,294.9279069768395,281.7576271185683,243.2082509839929,242.69333333342027,232.72608695651633,224.4612903226948,,17.234319175775347,20.98566517903674,19.084641462981942,15.254147509994596,19.834947479726214,18.666513446993964,,38.82093023257546,46.791525423779326,41.338624015977985,43.20333333322778,44.3318840580574,44.219354838673624,,252.41710269365768,258.9291295547042,252.62978396925155,256.6247683926205,250.26598471551674,248.36832862664903,,664.5906976742973,589.6355932203705,527.346874999901,509.29333333348234,483.51159420285535,471.4112903226107,550.7255813954181,481.7152542373071,420.7499999998254,412.43166666673494,401.19855072473484,392.03225806454617,,33.90510424631937,36.48602587669787,34.545722126840346,34.45565579612994,38.688843941278215,34.08919582545228,47.49087324108507,48.06900940208744,47.95640664776238,43.388199741517425,49.569631728161525,42.09880689380247,-114.0302325579836,-108.12711864413093,-106.8031249998312,-97.0616666666853,-82.47536231885138,-79.5209677419475,0.7906976744186046,0.864406779661017,0.921875,0.9166666666666666,0.9710144927536232,1.0,-86.54117647043483,-91.95490196087927,-97.43898305069592,-86.16727272736078,-79.08358208954668,-79.5209677419475,-217.8777777776122,-211.2249999998603,-217.29999999962746,-216.89999999925493,-196.1000000005588,,-15.08219820422916,-16.022218613872706,-21.656388853654,-25.26107243001927,-11.139317590436193,-12.095011516599536,91,96,97,108,104,107,110,80,80,80,80,80,80,80,43,59,64,60,69,62,34,51,59,55,67,62,9,8,5,5,2,0,20,5,2,6,4,9,0,0,0,0,0,0,17,16,14,14,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,149412238_149412238,19,H,D,34,8,3,5,5,5,4,5,5,4,5,5,4,4,4,"26/7/2022, 16:7:41:941","26/7/2022, 16:14:20:139","26/7/2022, 16:19:26:898","26/7/2022, 16:24:23:560","26/7/2022, 16:29:4:422","26/7/2022, 16:33:38:784","26/7/2022, 16:38:9:431","26/7/2022, 16:12:44:149","26/7/2022, 16:19:2:220","26/7/2022, 16:23:52:831","26/7/2022, 16:28:55:942","26/7/2022, 16:33:20:454","26/7/2022, 16:37:51:811","26/7/2022, 16:42:22:356",,1356.300435090443,1160.5022088939795,1184.2907093617039,1236.8427888662786,1188.1519152916073,1153.2155143565226,,84.84011763012562,59.25915333759622,78.09650646047531,64.11850315514353,62.19380718382151,50.890514357681646,,5.4136007045785846,5.347936705013421,5.425590336550295,5.48108202985628,4.992680014660723,5.153873958511454,,72.19162840209347,68.17973555120989,66.0150877405228,72.85006827487544,71.28321984256114,78.80254119919846,,399.71186173427486,401.3729830918351,383.03553724342186,399.3189808250216,388.73515928327606,379.6445698758638,,243.35396825321138,194.55138888955116,209.16956521505895,204.66857143044473,202.44054054005727,195.09583333217435,193.69523809826563,160.85833333308497,178.0739130442557,170.84142857108796,167.60540540476103,164.68055555721125,,33.078621292504096,27.887266752382807,34.46673149023921,30.443062176602723,32.11262014358435,31.46263276795722,78.13573145207727,92.35213030184201,77.54651419910208,82.59797762361187,82.539905083981,80.76521583006951,-49.67619047325755,-33.71250000306301,-31.10869564915049,-33.8571428592716,-34.85810810770538,-30.44027777430084,0.746031746031746,0.7916666666666666,0.8405797101449275,0.8,0.7972972972972973,0.9027777777777778,-34.75319148631806,-25.414035091797512,-24.881034479572854,-27.99464286012309,-28.5,-26.196923074355492,-93.5124999973923,-65.24666666587194,-63.945454543287106,-57.307142855865614,-59.86666666467985,-69.84285713093621,-2.3475977517576463,-4.49828011106197,3.8041263452808898,-4.8846836737842105,-7.326714875795502,-6.28599780290358,85,87,87,87,86,87,90,80,80,80,80,80,80,80,63,72,69,70,74,72,47,57,58,56,59,65,16,15,11,14,15,7,0,0,0,1,2,0,0,0,0,0,0,0,17,8,10,8,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
58,15634040_15634040,25,F,D,38,38,35,4,4,5,4,5,4,4,3,3,2,2,3,"26/7/2022, 16:5:36:526","26/7/2022, 16:12:30:773","26/7/2022, 16:19:9:936","26/7/2022, 16:26:43:840","26/7/2022, 16:34:36:137","26/7/2022, 16:40:47:30","26/7/2022, 16:47:10:226","26/7/2022, 16:11:18:840","26/7/2022, 16:18:53:49","26/7/2022, 16:26:36:238","26/7/2022, 16:33:12:667","26/7/2022, 16:40:40:852","26/7/2022, 16:47:4:118","26/7/2022, 16:52:35:156",,1344.5523295855292,1413.3815789473194,1444.9878378379083,1288.8699999998723,1277.108823529609,1150.8666666668012,,161.52206642767354,216.12894736847988,287.75,245.11285714246333,245.19264705884544,208.3972222223464,,11.047708507004979,10.008639060911458,7.4532673747091085,9.76838966742146,8.437379049370643,11.747348986324205,,34.22661778283318,36.96184210518473,38.672972972882356,37.41857142863529,36.37205882332123,38.69305555548312,,298.850181955852,308.02840278966926,322.0162349704742,302.0887460329507,309.7891020039434,291.57045640871286,,344.2631578946878,410.70657894721154,472.62972972995124,405.2285714282521,400.8441176468726,350.74861111114217,263.3894736841321,328.0631578948937,400.51216216219234,342.85857142800734,341.93970588216666,295.56527777792263,,42.21202936743438,44.13943067951116,47.16803189700475,42.62269871443786,49.283491384181346,44.27001797795682,75.2486830432951,76.6991661472669,81.11051664796045,70.02023005794513,80.35032467245063,78.17032656372933,-81.00789473691073,-82.8578947365382,-72.32702702716799,-62.49000000011708,-59.239705882199544,-55.395833333281594,0.9473684210526315,0.9342105263157895,0.9054054054054054,0.9142857142857143,0.9411764705882353,0.9722222222222222,-73.28749999998965,-77.25774647862139,-62.16268656730874,-55.30156250006985,-56.05624999984866,-53.36857142852885,-219.97500000149012,-162.37999999895692,-169.61428571439214,-139.16666666728756,-110.17499999981374,-126.34999999962747,6.597567140459548,-13.011931625331579,-4.622151420410217,-4.7936697888073425,-2.2865291412094138,-6.906841388877074,113,112,131,117,115,118,112,80,80,80,80,80,80,80,76,76,74,70,68,72,72,71,67,64,64,70,4,5,7,6,4,2,3,3,6,7,10,2,0,0,0,0,0,0,1,1,0,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,17361736_17361736,29,H,G,33,13,17,3,4,3,2,2,4,3,3,3,3,3,2,"26/7/2022, 9:10:22:507","26/7/2022, 9:17:34:484","26/7/2022, 9:23:35:791","26/7/2022, 9:29:58:460","26/7/2022, 9:35:46:945","26/7/2022, 9:40:47:226","26/7/2022, 9:46:1:510","26/7/2022, 9:16:44:108","26/7/2022, 9:23:18:247","26/7/2022, 9:29:45:560","26/7/2022, 9:35:37:875","26/7/2022, 9:40:24:893","26/7/2022, 9:45:54:623","26/7/2022, 9:50:33:423",,1593.1970149269744,1426.4855072476726,1732.2898550737596,1219.5027397234146,1259.7151898730406,1113.6635135150439,,451.6940298520807,352.3753623219504,391.1956521734811,327.63287671134896,375.5810126598123,369.29459459475567,,4.232716344246738,5.812912534462922,4.835918291563784,6.962594136435357,6.60232317989837,7.210433035317865,,71.00746268701198,61.760869562625885,58.63478260714075,49.71369863087184,55.788607593578625,53.09864864840701,,405.74050453562376,386.5599584882846,384.98060371381837,374.26601210714705,403.03276684227643,382.7869322892929,,793.7537313419491,675.091304347567,695.6202898552452,566.423287672131,575.8873417716992,556.4918918915697,698.1701492547099,578.9289855097516,600.0797101440637,489.5095890401161,497.8987341779697,487.47297297377844,,38.29772251030093,37.86119315230732,38.23254861749957,45.07305152201862,40.22831391965586,41.69125210868399,49.06694729610624,47.42627917567339,48.35199342174515,58.09101560594561,62.29211120072987,67.59483338934554,-95.68358208839572,-96.2681159398694,-95.64347826181978,-77.02191780936228,-78.0645569596864,-69.09729729753894,0.5970149253731343,0.7391304347826086,0.5217391304347826,0.6575342465753424,0.6582278481012658,0.7972972972972973,-70.78750000074506,-81.26666666479672,-64.94444444692797,-51.968750002483524,-62.35384615224142,-57.542372881861056,-132.56666666269302,-138.772222219242,-129.13333333261085,-125.12399999856949,-108.32222221846934,-114.54666666587194,0.11742113017962834,-12.898406526152622,-12.342140639577712,3.1047580214932995,-5.946154925064302,-4.116677401388634,108,88,105,87,91,99,95,80,80,80,80,80,80,80,67,69,69,73,79,74,40,51,36,48,52,59,27,18,33,25,27,15,12,9,6,7,0,6,0,0,0,0,0,0,1,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,12303458_12303458,32,F,D,36,21,19,2,2,3,4,3,4,3,4,4,4,3,4,"26/7/2022, 14:11:54:574","26/7/2022, 14:18:31:6","26/7/2022, 14:25:48:13","26/7/2022, 14:44:47:181","26/7/2022, 14:50:53:801","26/7/2022, 14:59:46:500","26/7/2022, 15:10:44:101","26/7/2022, 14:17:2:926","26/7/2022, 14:25:20:37","26/7/2022, 14:44:22:585","26/7/2022, 14:50:38:418","26/7/2022, 14:59:34:726","26/7/2022, 15:10:36:478","26/7/2022, 15:15:43:290",,1135.9931506847784,1135.8666666669474,1087.8371794871414,1085.6486486485983,1177.2578947366655,1191.3500000002848,,143.80547945160572,167.03623188432792,166.51282051262947,158.32837837838844,156.57631578943446,144.07794117648154,,8.198429517756715,9.337905854973485,10.338078636126067,9.449293788915647,8.28910726261998,9.727224576935035,,40.045205479615355,40.68840579699347,43.88205128220412,41.72837837805619,44.067105263226516,42.04264705902075,,383.8364385606264,390.22877049971794,403.8558510865408,412.19377477508993,389.78210422235696,391.3166148255337,,390.06164383531024,410.36811594216937,380.77692307689443,383.6432432432634,386.87105263171617,372.1661764708183,287.9616438354021,315.42898550726795,309.6871794871031,304.56216216198095,311.98289473702835,296.45000000007667,,92.7412713293549,92.61967360173705,91.97472500723887,90.07556815481063,87.96870442110757,84.59140429921675,99.898724358807,94.50692080537877,97.7777441454204,98.48363222759637,85.74949289814016,90.2975204664916,-102.19452054798603,-95.12608695645694,-71.1589743589075,-79.1702702702904,-74.98157894733902,-75.79852941183044,0.5753424657534246,0.6666666666666666,0.8076923076923077,0.7702702702702703,0.9078947368421053,0.8235294117647058,-82.19523809522036,-73.43260869553879,-61.930158730182384,-64.51052631575025,-69.30434782614094,-56.207142857169465,-129.29032258076532,-138.51304347829327,-109.91999999955297,-128.32352941198383,-130.94285714200564,-167.22500000024834,-1.7355597355852885,-16.613763849778998,3.9156985198999235,-11.554299386494375,-5.768502555109903,-9.985552833828516,88,117,108,113,119,106,95,80,80,80,80,80,80,80,73,69,78,74,76,68,42,46,63,57,69,56,31,23,15,17,7,12,6,9,2,4,3,7,0,1,0,0,0,0,1,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
61,77101454_77101454,31,H,D,33,18,22,4,3,5,4,3,5,3,2,4,3,2,4,"26/7/2022, 17:13:54:622","26/7/2022, 17:19:26:51","26/7/2022, 17:24:47:862","26/7/2022, 17:29:45:549","26/7/2022, 17:35:20:515","26/7/2022, 17:40:1:496","26/7/2022, 17:44:59:87","26/7/2022, 17:18:19:749","26/7/2022, 17:24:22:424","26/7/2022, 17:29:29:117","26/7/2022, 17:35:0:759","26/7/2022, 17:39:46:941","26/7/2022, 17:44:49:997","26/7/2022, 17:49:15:52",,1077.0161764700624,1047.711842103224,1106.5524444392586,1093.8371126910733,942.4741529115599,923.1623376631118,,148.42794117594465,131.18026316087497,123.19974173623376,89.23711269186809,88.22348624632383,100.63376623237288,,8.421095887683478,10.407144258411513,10.50453429981538,12.971559083974368,12.56217430778282,11.559522163245154,,30.444117647760056,35.44868421319284,36.38809610240954,35.64955397161965,36.256513754470895,37.48051948051948,,308.24040504061054,296.467884428867,306.52638060444184,273.2697657152729,328.5578336062086,316.7311323910766,,375.7132352923646,318.653947370617,309.06486486583145,268.80933333237965,275.5493333331744,276.66493506245797,290.59264705899886,237.82763158098646,238.8189189144083,198.28400000015895,202.6013333384196,206.01818181864627,,32.23471830714252,39.74608905133776,41.320788412126085,41.5758380614507,43.044543987683376,36.97940747489121,53.929255695943624,72.15777970694255,62.97347276513271,65.91999886296908,66.04404723519548,69.30158218162343,-85.23676470272682,-80.93684210432203,-70.37297297490609,-70.68533333857854,-73.07599999745686,-70.80389610590873,0.7647058823529411,0.8947368421052632,0.918918918918919,0.9333333333333333,0.9466666666666667,1.0,-63.75384614903193,-70.52058823406696,-65.82205882580841,-63.6285714336804,-69.96056337675579,-70.80389610590873,-155.05625000223517,-169.47500000149012,-121.94999999801318,-169.48000000715257,-128.37500001490116,,1.5341487773991331,-7.204795055921693,1.6134071355538844,-7.342638298598189,-8.985040649895259,-3.9169324856881067,82,96,102,104,93,109,96,80,80,80,80,80,80,80,68,76,74,75,75,77,52,68,68,70,71,77,16,8,6,5,4,0,5,3,4,2,4,3,0,0,0,0,0,0,7,1,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
62,233054812_233054812,28,F,D,13,31,27,4,3,4,4,4,4,4,3,4,3,2,4,"26/7/2022, 15:31:2:238","26/7/2022, 15:36:30:268","26/7/2022, 15:41:51:76","26/7/2022, 15:47:12:940","26/7/2022, 15:52:6:515","26/7/2022, 15:57:28:463","26/7/2022, 16:29:1:496","26/7/2022, 15:35:42:95","26/7/2022, 15:41:25:464","26/7/2022, 15:46:58:348","26/7/2022, 15:51:58:64","26/7/2022, 15:56:42:754","26/7/2022, 16:28:51:228","26/7/2022, 16:37:20:479",,1276.5213333320617,1185.3253333361943,1184.4220779182074,1244.0256410233485,1196.8192307712177,1384.2864864855198,,254.5906666692098,250.68666666428248,246.1610389622775,254.13205128373244,273.4128205134318,233.66486486228737,,5.766056422208487,7.498032305125237,6.894495534135266,7.513191153613834,6.14085376595539,6.94689917609633,,42.08533333301544,48.34933333158493,45.75324675247267,43.91666666972331,45.26538461752427,47.305405404922126,,374.5407885660357,400.8728560207583,398.600627037507,363.47225267794744,378.90492374149744,370.2545576568078,,584.4693333347639,558.5533333301544,535.7103896141052,532.9615384623027,565.1153846153846,514.9999999991945,509.5760000061989,484.8533333293597,466.5740259754193,461.0269230810496,495.0525641059264,452.51621621524964,,40.55887659355025,41.416570713440514,45.6347968865037,39.28246941281187,42.96096871305901,44.26722243970122,41.0291691762174,42.15798638796885,45.6347968865037,39.28246941281187,42.96096871305901,44.26722243970122,-75.00533333063126,-73.81999999920527,-69.29350649304205,-72.06410256563089,-70.17564102472403,-62.589189191122315,0.8933333333333333,0.88,0.961038961038961,0.9615384615384616,0.9615384615384616,0.9864864864864865,-66.52238805792224,-63.904545455267936,-67.47297297297297,-68.92000000158946,-67.27466666618983,-61.75890411171195,-146.0499999895692,-146.5333333214124,-114.19999998807907,-150.66666666666666,-142.69999998807907,-123.19999998807909,9.699729645028391,-1.8444517374181661,2.3236874411934814,-2.6826360308969868,-7.056114449280547,3.3877529323017157,83,88,93,90,87,97,88,80,80,80,80,80,80,80,75,75,77,78,78,74,67,66,74,75,75,73,8,9,3,3,3,1,2,4,2,0,2,5,0,0,0,0,0,0,3,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
